,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
1108859,Adulto,20.0,1824.7,Branca,Espanhol,"Sim, um",Não
606587,Adulto,21.0,,Branca,Espanhol,Não,Não
891829,Jovem,18.0,2902.2999999999997,Parda,Inglês,"Sim, três",Sim
315530,Adulto,20.0,2204.0,Branca,Inglês,Não,Sim
990318,Jovem,17.0,3046.3,Branca,Inglês,"Sim, um",Sim
297416,Jovem,17.0,2652.2,Parda,Espanhol,"Sim, um",Sim
207268,Adulto,19.0,2859.9,Parda,Espanhol,Não,Sim
1103872,Jovem,18.0,1762.3,Parda,Espanhol,Não,Não
1026019,Adulto,20.0,,Parda,Espanhol,Não,Não
1168768,Jovem,18.0,2660.6,Parda,Espanhol,Não,Não
330093,Jovem,18.0,2170.6,Parda,Espanhol,"Sim, um",Sim
334008,Jovem,17.0,2716.1,Branca,Espanhol,"Sim, um",Sim
119530,Jovem,18.0,2266.6,Branca,Inglês,"Sim, um",Não
964750,Jovem,18.0,,Parda,Espanhol,Não,Não
896392,Adulto,19.0,2410.3,Parda,Espanhol,Não,Sim
145130,Jovem,17.0,2585.1,Parda,Espanhol,"Sim, um",Sim
1222604,Adulto,19.0,,Branca,Espanhol,"Sim, um",Sim
205399,Jovem,17.0,3461.8,Parda,Inglês,"Sim, um",Sim
842383,Jovem,17.0,2645.2,Preta,Inglês,"Sim, um",Não
1423,Adulto,19.0,,Branca,Inglês,Não,Sim
100269,Jovem,18.0,2502.1000000000004,Branca,Inglês,Não,Sim
1031879,Adulto,19.0,3211.7,Branca,Inglês,"Sim, um",Sim
754107,Adulto,21.0,2337.7,Preta,Inglês,Não,Sim
1132674,Jovem,17.0,,Parda,Espanhol,"Sim, um",Sim
172418,Jovem,17.0,2993.3999999999996,Parda,Espanhol,Não,Sim
156935,Adulto,38.0,,Branca,Espanhol,"Sim, um",Sim
908421,Jovem,18.0,,Parda,Espanhol,Não,Sim
58411,Jovem,17.0,2316.9,Parda,Inglês,"Sim, um",Sim
553621,Adulto,19.0,2120.5,Parda,Espanhol,Não,Não
286412,Jovem,18.0,2861.8999999999996,Branca,Espanhol,"Sim, um",Sim
457794,Jovem,18.0,3076.2,Branca,Inglês,Não,Sim
154095,Jovem,18.0,2477.7999999999997,Branca,Inglês,"Sim, dois",Sim
498154,Jovem,17.0,,Branca,Espanhol,"Sim, dois",Sim
808192,Jovem,17.0,2973.1000000000004,Branca,Inglês,"Sim, um",Sim
281896,Jovem,17.0,2737.7000000000003,Branca,Espanhol,Não,Sim
899283,Jovem,17.0,2181.7,Parda,Espanhol,Não,Sim
628052,Jovem,17.0,2669.9,Parda,Espanhol,"Sim, dois",Sim
994102,Jovem,17.0,,Parda,Espanhol,Não,Não
754131,Jovem,18.0,2416.1,Parda,Inglês,Não,Sim
720706,Adulto,25.0,,Parda,Espanhol,Não,Não
1126371,Adulto,19.0,,Parda,Espanhol,Não,Não
530706,Jovem,17.0,3315.9,Parda,Inglês,"Sim, três",Sim
186645,Adulto,19.0,,Branca,Inglês,Não,Sim
1076432,Jovem,18.0,2315.2,Parda,Inglês,Não,Não
908382,Jovem,18.0,2770.8999999999996,Parda,Espanhol,Não,Sim
937890,Jovem,18.0,2081.7,Parda,Inglês,Não,Não
17602,Jovem,18.0,,Branca,Inglês,Não,Não
467802,Jovem,17.0,2992.0,Parda,Espanhol,Não,Não
1182050,Jovem,18.0,2305.1,Preta,Espanhol,Não,Sim
950506,Adulto,19.0,,Branca,Espanhol,Não,Não
1041128,Adulto,19.0,,Branca,Espanhol,Não,Sim
1086133,Jovem,17.0,2389.2,Parda,Espanhol,"Sim, um",Sim
1171593,Jovem,18.0,2101.1,Branca,Inglês,Não,Sim
1017130,Adulto,21.0,1617.3,Branca,Espanhol,"Sim, um",Sim
426255,Adulto,21.0,2470.6,Branca,Inglês,"Sim, um",Sim
149505,Jovem,17.0,2627.6,Branca,Espanhol,"Sim, um",Sim
1175948,Jovem,16.0,,Branca,Espanhol,"Sim, um",Sim
798710,Jovem,18.0,,Parda,Espanhol,Não,Sim
648274,Adulto,19.0,2441.2999999999997,Parda,Espanhol,Não,Sim
282963,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
1039497,Adulto,28.0,,Parda,Inglês,"Sim, um",Sim
426273,Jovem,17.0,2842.9,Branca,Inglês,"Sim, um",Sim
104397,Jovem,18.0,2091.3999999999996,Parda,Espanhol,Não,Não
1074992,Jovem,17.0,2405.4,Branca,Inglês,"Sim, um",Sim
1084061,Jovem,18.0,2611.2,Preta,Inglês,Não,Não
183724,Jovem,18.0,2569.1,Branca,Espanhol,"Sim, um",Sim
1002420,Jovem,18.0,2516.2,Parda,Espanhol,Não,Não
969564,Adulto,19.0,,Parda,Espanhol,"Sim, um",Sim
149688,Jovem,18.0,,Preta,Espanhol,"Sim, um",Sim
1105413,Adulto,19.0,2124.3,Parda,Espanhol,Não,Não
899448,Jovem,17.0,2409.4,Preta,Inglês,"Sim, um",Não
288948,Adulto,22.0,2026.8000000000002,Preta,Inglês,Não,Não
1111027,Adulto,19.0,2246.7,Branca,Espanhol,"Sim, um",Sim
79230,Adulto,19.0,2232.8999999999996,Parda,Inglês,Não,Sim
431359,Adulto,43.0,2248.9,Parda,Espanhol,Não,Não
849659,Jovem,17.0,2399.9,Parda,Inglês,Não,Sim
914330,Jovem,18.0,2993.9,Parda,Inglês,"Sim, um",Sim
807115,Adulto,37.0,1522.6000000000001,Parda,Inglês,Não,Não
977358,Adulto,19.0,,Parda,Espanhol,Não,Sim
222416,Jovem,17.0,2525.2,Preta,Espanhol,"Sim, um",Sim
984757,Adulto,21.0,1873.3,Parda,Espanhol,Não,Não
505563,Adulto,19.0,2330.7,Preta,Espanhol,"Sim, um",Sim
182627,Adulto,22.0,2307.4,Preta,Espanhol,Não,Não
708002,Jovem,17.0,3016.7,Parda,Inglês,"Sim, um",Sim
982341,Jovem,18.0,,Parda,Espanhol,Não,Não
477399,Jovem,17.0,2203.5,Parda,Inglês,Não,Não
448427,Jovem,18.0,,Parda,Espanhol,Não,Sim
800984,Jovem,18.0,2407.7,Preta,Espanhol,"Sim, um",Sim
1192369,Jovem,17.0,2188.7,Parda,Espanhol,Não,Não
948208,Jovem,18.0,,Branca,Espanhol,Não,Sim
967401,Jovem,18.0,2912.8,Branca,Espanhol,"Sim, um",Sim
234325,Jovem,18.0,2429.1,Branca,Inglês,"Sim, um",Sim
406133,Jovem,17.0,2503.1,Preta,Inglês,Não,Sim
68953,Jovem,18.0,2117.0,Branca,Inglês,"Sim, um",Sim
319865,Adulto,20.0,2878.2000000000003,Branca,Espanhol,"Sim, um",Sim
979398,Jovem,18.0,2415.5,Parda,Inglês,Não,Não
1226746,Adulto,29.0,,Branca,Espanhol,Não,Sim
648171,Jovem,17.0,2501.3999999999996,Branca,Espanhol,"Sim, um",Sim
978195,Jovem,18.0,1921.1,Parda,Inglês,Não,Não
667965,Jovem,18.0,2551.6,Branca,Inglês,Não,Sim
501792,Jovem,18.0,2056.9,Parda,Espanhol,Não,Sim
951495,Jovem,18.0,2604.6,Parda,Espanhol,Não,Não
286382,Adulto,20.0,3369.0,Preta,Inglês,"Sim, um",Sim
445061,Adulto,19.0,2614.0,Preta,Inglês,Não,Sim
951300,Jovem,17.0,2897.7,Branca,Espanhol,Não,Sim
1161677,Jovem,17.0,2137.3,Parda,Espanhol,"Sim, um",Não
1166132,Jovem,17.0,2653.7,Preta,Espanhol,Não,Sim
1080945,Jovem,18.0,2128.3,Branca,Espanhol,"Sim, um",Sim
381615,Adulto,19.0,2891.2,Preta,Espanhol,"Sim, um",Sim
624497,Jovem,17.0,1858.6999999999998,Parda,Inglês,"Sim, um",Sim
298595,Jovem,18.0,3196.2,Branca,Espanhol,Não,Não
83884,Adulto,19.0,2152.3,Parda,Espanhol,Não,Não
159716,Jovem,17.0,2505.6,Não declarado,Inglês,"Sim, um",Sim
950814,Adulto,54.0,2249.3,Branca,Inglês,Não,Não
971297,Adulto,19.0,2996.3,Parda,Inglês,"Sim, um",Não
869088,Jovem,17.0,2497.9,Branca,Espanhol,"Sim, um",Sim
873819,Adulto,19.0,2411.2,Parda,Espanhol,Não,Sim
154928,Jovem,17.0,2660.0,Preta,Espanhol,Não,Sim
849181,Jovem,18.0,2233.1000000000004,Parda,Inglês,Não,Não
1119268,Jovem,17.0,2769.9,Parda,Inglês,"Sim, um",Sim
772480,Jovem,17.0,2283.1,Não declarado,Espanhol,"Sim, um",Sim
549844,Jovem,17.0,2991.3,Branca,Inglês,Não,Sim
1011339,Jovem,18.0,2927.9,Branca,Espanhol,"Sim, um",Sim
1236868,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
1018119,Jovem,18.0,2462.2,Branca,Espanhol,"Sim, um",Sim
1038696,Jovem,17.0,2362.8,Branca,Espanhol,"Sim, um",Não
631800,Jovem,17.0,2040.0,Parda,Espanhol,Não,Não
436788,Jovem,18.0,2700.7,Branca,Espanhol,"Sim, um",Sim
618651,Adulto,22.0,2349.8,Preta,Espanhol,Não,Não
568806,Adulto,20.0,2424.4,Preta,Inglês,Não,Sim
442957,Adulto,19.0,2361.3,Branca,Espanhol,Não,Não
775932,Jovem,17.0,2261.0,Parda,Inglês,Não,Sim
1226628,Jovem,17.0,2630.1,Branca,Inglês,"Sim, um",Sim
822728,Jovem,17.0,2132.0,Preta,Inglês,"Sim, um",Sim
636420,Jovem,18.0,2366.1000000000004,Branca,Espanhol,"Sim, um",Sim
532538,Adulto,20.0,2556.8,Preta,Inglês,"Sim, um",Sim
334268,Adulto,22.0,2979.1000000000004,Branca,Inglês,"Sim, um",Sim
1008518,Jovem,17.0,2554.9,Branca,Inglês,"Sim, um",Sim
193414,Jovem,17.0,,Parda,Inglês,Não,Sim
648480,Jovem,17.0,2491.5,Branca,Inglês,"Sim, um",Sim
224218,Jovem,18.0,2580.4,Parda,Espanhol,"Sim, um",Sim
526740,Jovem,17.0,2573.2,Parda,Inglês,Não,Sim
446285,Adulto,19.0,2590.6000000000004,Parda,Inglês,"Sim, um",Sim
72258,Jovem,17.0,3425.2000000000003,Branca,Espanhol,"Sim, um",Sim
92018,Jovem,18.0,2750.8,Parda,Inglês,Não,Sim
773085,Jovem,17.0,2260.2,Parda,Inglês,Não,Não
51448,Adulto,19.0,2781.0,Branca,Espanhol,Não,Não
42470,Jovem,18.0,2285.5,Não declarado,Inglês,"Sim, um",Sim
977390,Jovem,17.0,2689.0,Branca,Inglês,"Sim, um",Sim
470748,Adulto,23.0,1914.2000000000003,Parda,Espanhol,"Sim, um",Sim
1130933,Adulto,19.0,2673.5,Parda,Espanhol,Não,Sim
1068487,Adulto,21.0,2419.7,Parda,Espanhol,Não,Sim
1008568,Adulto,19.0,2490.4,Parda,Espanhol,Não,Não
968811,Jovem,18.0,2980.8,Parda,Espanhol,Não,Não
374980,Adulto,19.0,1876.7,Parda,Espanhol,Não,Não
465708,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
723603,Jovem,18.0,2561.2,Parda,Espanhol,Não,Sim
807524,Jovem,17.0,2696.5,Branca,Inglês,Não,Sim
347894,Jovem,16.0,2508.6000000000004,Branca,Espanhol,Não,Sim
408243,Jovem,18.0,2286.1,Parda,Inglês,Não,Não
1025023,Adulto,34.0,2449.2,Parda,Espanhol,Não,Não
174154,Jovem,18.0,2241.6,Parda,Espanhol,Não,Não
858867,Jovem,18.0,2096.1,Parda,Inglês,"Sim, um",Sim
367112,Jovem,17.0,2229.7,Não declarado,Espanhol,"Sim, um",Sim
913833,Jovem,17.0,2317.5,Preta,Espanhol,Não,Sim
111520,Jovem,18.0,,Preta,Inglês,"Sim, um",Sim
1223869,Adulto,19.0,,Preta,Inglês,Não,Não
137082,Jovem,17.0,2337.9,Branca,Espanhol,"Sim, um",Sim
966113,Jovem,18.0,2502.3,Preta,Espanhol,Não,Não
768367,Jovem,18.0,,Branca,Espanhol,"Sim, um",Sim
729915,Jovem,17.0,2951.6,Parda,Espanhol,Não,Não
191899,Jovem,17.0,,Parda,Inglês,"Sim, quatro ou mais",Sim
1155402,Jovem,17.0,,Parda,Inglês,Não,Sim
775445,Jovem,18.0,2406.8999999999996,Branca,Inglês,Não,Sim
231506,Jovem,17.0,2206.0,Parda,Inglês,Não,Sim
8115,Jovem,17.0,2164.9,Preta,Espanhol,"Sim, um",Sim
302808,Jovem,18.0,,Parda,Espanhol,Não,Sim
759120,Jovem,18.0,2538.4,Preta,Inglês,"Sim, um",Sim
937375,Adulto,23.0,,Preta,Espanhol,Não,Não
1076939,Jovem,17.0,1792.6,Parda,Espanhol,Não,Sim
687665,Jovem,18.0,2867.1,Branca,Inglês,"Sim, um",Sim
458632,Adulto,20.0,2826.0,Parda,Espanhol,"Sim, dois",Sim
496617,Jovem,17.0,2146.2,Parda,Espanhol,Não,Sim
265508,Jovem,17.0,,Parda,Inglês,"Sim, dois",Sim
1076998,Jovem,17.0,3082.3999999999996,Parda,Inglês,"Sim, um",Sim
528771,Jovem,17.0,2591.3,Branca,Espanhol,"Sim, um",Sim
75916,Jovem,18.0,1776.7,Parda,Inglês,Não,Sim
499802,Adulto,37.0,2175.3,Parda,Espanhol,Não,Não
168696,Jovem,18.0,2285.6,Parda,Inglês,Não,Sim
1016059,Jovem,18.0,2304.8,Parda,Inglês,Não,Não
124021,Jovem,17.0,2688.2999999999997,Preta,Inglês,Não,Sim
1110122,Jovem,17.0,2154.7,Parda,Espanhol,Não,Sim
706144,Jovem,18.0,2812.6000000000004,Parda,Inglês,"Sim, um",Sim
172961,Jovem,18.0,2320.0,Branca,Espanhol,Não,Sim
1149179,Jovem,18.0,2001.8000000000002,Parda,Espanhol,Não,Não
943116,Adulto,20.0,2532.6,Parda,Espanhol,Não,Não
1092794,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
587893,Adulto,26.0,1914.2,Parda,Inglês,Não,Sim
319261,Jovem,17.0,2275.6,Parda,Inglês,Não,Não
862763,Adulto,19.0,2678.1000000000004,Branca,Inglês,"Sim, um",Sim
387087,Jovem,17.0,,Branca,Inglês,Não,Não
760830,Jovem,17.0,,Parda,Espanhol,Não,Sim
552159,Adulto,20.0,2513.3999999999996,Preta,Espanhol,"Sim, um",Sim
829260,Jovem,17.0,2371.1000000000004,Parda,Inglês,Não,Não
728854,Jovem,17.0,,Branca,Inglês,Não,Sim
192302,Jovem,18.0,2554.9,Parda,Inglês,"Sim, um",Sim
365502,Jovem,17.0,,Branca,Espanhol,Não,Sim
785158,Jovem,18.0,2659.1,Parda,Inglês,Não,Sim
1102423,Jovem,18.0,2789.4,Preta,Inglês,"Sim, um",Sim
998613,Adulto,22.0,2427.6,Parda,Espanhol,Não,Sim
1158620,Jovem,17.0,,Parda,Espanhol,Não,Sim
257660,Jovem,18.0,2165.8,Parda,Espanhol,"Sim, um",Sim
624227,Jovem,17.0,2475.3999999999996,Branca,Espanhol,Não,Não
1001732,Jovem,17.0,2883.3,Branca,Inglês,"Sim, um",Sim
298186,Jovem,18.0,2356.6000000000004,Preta,Espanhol,"Sim, um",Sim
766443,Adulto,22.0,,Parda,Inglês,Não,Não
1127795,Jovem,17.0,,Parda,Espanhol,Não,Não
286128,Jovem,17.0,2506.0,Branca,Espanhol,"Sim, um",Sim
148177,Jovem,17.0,2782.8,Parda,Inglês,"Sim, um",Sim
1244459,Jovem,17.0,,Branca,Inglês,Não,Não
612297,Jovem,17.0,2643.2,Preta,Inglês,"Sim, um",Sim
640075,Jovem,16.0,2707.7,Amarela,Inglês,"Sim, um",Sim
1032218,Jovem,18.0,3065.6,Branca,Inglês,"Sim, um",Sim
1161101,Jovem,18.0,2253.8,Branca,Espanhol,"Sim, um",Sim
741335,Jovem,18.0,1972.7,Preta,Inglês,"Sim, um",Sim
598228,Jovem,17.0,3873.5999999999995,Branca,Inglês,"Sim, um",Sim
1179292,Adulto,19.0,,Branca,Inglês,Não,Não
971192,Jovem,17.0,2248.5,Parda,Inglês,"Sim, um",Sim
463786,Jovem,17.0,2629.4,Parda,Espanhol,"Sim, um",Sim
576302,Jovem,18.0,2134.6,Parda,Espanhol,Não,Não
1041051,Adulto,19.0,,Parda,Espanhol,Não,Não
932398,Jovem,17.0,2413.9,Branca,Espanhol,Não,Não
394493,Jovem,17.0,2847.8,Branca,Inglês,"Sim, um",Sim
219943,Jovem,17.0,3203.3,Branca,Inglês,"Sim, um",Sim
1219436,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
614678,Jovem,17.0,2554.0,Preta,Inglês,"Sim, um",Não
1041404,Adulto,28.0,,Preta,Inglês,Não,Não
271104,Jovem,17.0,2145.0,Parda,Espanhol,"Sim, um",Sim
676349,Adulto,19.0,2485.7,Branca,Espanhol,"Sim, um",Sim
363261,Jovem,17.0,1711.5,Parda,Espanhol,Não,Não
432308,Adulto,19.0,2593.2,Parda,Espanhol,Não,Sim
700955,Jovem,18.0,2192.7,Parda,Espanhol,"Sim, um",Sim
662841,Adulto,27.0,2466.5,Preta,Inglês,Não,Não
953320,Jovem,18.0,2132.5,Preta,Espanhol,"Sim, um",Sim
641395,Jovem,18.0,3405.8999999999996,Não declarado,Espanhol,Não,Sim
15280,Jovem,18.0,2120.7000000000003,Branca,Espanhol,Não,Sim
1134692,Adulto,19.0,,Não declarado,Inglês,"Sim, um",Não
692768,Jovem,17.0,2074.5,Parda,Espanhol,"Sim, um",Não
50566,Jovem,18.0,2771.0,Branca,Inglês,"Sim, dois",Sim
1017384,Adulto,42.0,,Parda,Inglês,Não,Sim
784697,Jovem,17.0,2242.6,Parda,Espanhol,Não,Sim
2923,Adulto,22.0,1736.7,Parda,Inglês,Não,Não
1085618,Jovem,18.0,3067.8,Parda,Espanhol,"Sim, um",Sim
1137133,Jovem,17.0,2171.9,Parda,Inglês,Não,Não
1163449,Jovem,17.0,3120.2,Branca,Espanhol,"Sim, um",Sim
507252,Jovem,18.0,2909.3,Parda,Inglês,Não,Não
784695,Jovem,18.0,,Amarela,Inglês,"Sim, um",Sim
624873,Jovem,18.0,2020.6999999999998,Branca,Espanhol,"Sim, um",Não
612699,Jovem,18.0,2980.7,Branca,Inglês,"Sim, três",Sim
599361,Adulto,20.0,2462.4,Preta,Inglês,Não,Sim
819442,Adulto,20.0,2258.6,Parda,Inglês,Não,Não
413942,Jovem,18.0,2418.3,Branca,Inglês,"Sim, um",Sim
1141907,Jovem,17.0,2695.7,Parda,Espanhol,Não,Sim
1165511,Jovem,18.0,2618.6000000000004,Parda,Espanhol,Não,Sim
549379,Adulto,19.0,2202.4,Parda,Inglês,Não,Não
368025,Jovem,17.0,2276.8,Parda,Inglês,Não,Sim
741631,Jovem,17.0,2837.5,Branca,Inglês,Não,Sim
963057,Jovem,18.0,2417.2,Preta,Espanhol,"Sim, um",Sim
639258,Adulto,21.0,,Branca,Espanhol,Não,Sim
946892,Jovem,16.0,3409.5,Branca,Espanhol,"Sim, um",Sim
435824,Jovem,17.0,2603.9,Parda,Inglês,"Sim, um",Sim
344325,Adulto,19.0,3736.6,Branca,Inglês,"Sim, um",Sim
1059513,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
464287,Jovem,18.0,2641.2,Branca,Inglês,"Sim, um",Sim
344147,Jovem,17.0,,Parda,Espanhol,Não,Sim
78496,Adulto,24.0,,Preta,Inglês,Não,Não
1045320,Jovem,18.0,2129.3,Parda,Espanhol,Não,Não
1200393,Jovem,17.0,2333.7,Branca,Espanhol,"Sim, um",Sim
333965,Jovem,18.0,2155.3,Indígena,Inglês,"Sim, um",Sim
246232,Jovem,17.0,2303.6,Branca,Espanhol,Não,Não
380729,Jovem,18.0,2133.8999999999996,Parda,Inglês,Não,Não
21425,Jovem,17.0,2167.6,Parda,Inglês,"Sim, um",Sim
550236,Jovem,18.0,3012.8,Parda,Inglês,Não,Sim
1176616,Jovem,18.0,2438.2999999999997,Amarela,Inglês,Não,Sim
438131,Adulto,19.0,1630.9,Amarela,Inglês,Não,Não
569612,Jovem,17.0,,Parda,Inglês,Não,Sim
713493,Jovem,17.0,2566.3,Parda,Espanhol,"Sim, um",Sim
1014476,Jovem,18.0,2707.0,Branca,Inglês,"Sim, um",Sim
232682,Adulto,20.0,2408.8999999999996,Parda,Espanhol,"Sim, um",Sim
500352,Jovem,17.0,2575.6000000000004,Parda,Inglês,"Sim, um",Sim
284639,Jovem,17.0,2385.1000000000004,Parda,Inglês,Não,Não
887677,Jovem,18.0,2588.3,Branca,Espanhol,"Sim, um",Sim
443352,Adulto,24.0,,Parda,Espanhol,Não,Não
621727,Jovem,18.0,2950.1000000000004,Branca,Espanhol,Não,Não
833603,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
774354,Jovem,18.0,2069.9,Branca,Inglês,Não,Sim
1105521,Jovem,18.0,1630.4,Branca,Espanhol,Não,Não
539520,Jovem,18.0,3015.7,Branca,Espanhol,"Sim, três",Sim
538201,Jovem,17.0,2187.5,Branca,Inglês,"Sim, um",Sim
721686,Adulto,25.0,2321.7,Parda,Inglês,Não,Sim
212874,Adulto,33.0,,Parda,Espanhol,Não,Não
673994,Adulto,51.0,2642.0,Parda,Espanhol,"Sim, um",Sim
900164,Jovem,18.0,2428.9,Parda,Espanhol,Não,Não
488097,Jovem,18.0,2834.2,Parda,Espanhol,"Sim, um",Sim
325441,Jovem,17.0,2623.7,Parda,Inglês,"Sim, um",Sim
741216,Jovem,17.0,2491.5,Branca,Inglês,Não,Sim
259015,Jovem,17.0,2423.4,Branca,Espanhol,"Sim, um",Sim
608413,Jovem,17.0,2829.8,Branca,Espanhol,Não,Sim
19095,Adulto,27.0,2341.9,Parda,Inglês,Não,Não
695094,Jovem,18.0,2304.5,Preta,Espanhol,Não,Sim
195168,Jovem,18.0,2656.1000000000004,Parda,Espanhol,Não,Não
1073304,Jovem,18.0,2637.4,Preta,Espanhol,Não,Sim
937552,Jovem,17.0,2602.6,Branca,Espanhol,"Sim, um",Sim
1192113,Jovem,18.0,2414.3,Branca,Inglês,"Sim, um",Sim
834125,Adulto,23.0,2514.7,Parda,Espanhol,Não,Sim
85659,Jovem,16.0,2825.9,Branca,Inglês,"Sim, um",Sim
545675,Jovem,18.0,2391.8,Branca,Espanhol,"Sim, um",Sim
187509,Jovem,17.0,2229.8999999999996,Branca,Espanhol,Não,Não
402849,Jovem,18.0,2150.8,Parda,Inglês,"Sim, um",Não
727207,Adulto,48.0,,Parda,Espanhol,Não,Não
574527,Jovem,18.0,2497.3999999999996,Preta,Espanhol,"Sim, um",Sim
406115,Jovem,18.0,2636.7000000000003,Preta,Inglês,Não,Sim
436990,Adulto,19.0,,Não declarado,Espanhol,Não,Não
581412,Jovem,17.0,2508.7,Parda,Espanhol,Não,Não
1205504,Jovem,17.0,,Branca,Espanhol,"Sim, um",Não
424495,Jovem,18.0,2934.6000000000004,Parda,Inglês,Não,Sim
499350,Jovem,18.0,2998.2,Branca,Inglês,"Sim, um",Sim
269898,Jovem,17.0,2411.3,Parda,Espanhol,Não,Sim
25766,Jovem,17.0,2659.0,Parda,Inglês,Não,Não
44408,Adulto,19.0,,Parda,Inglês,Não,Não
61649,Jovem,17.0,2783.3,Parda,Inglês,Não,Sim
369125,Jovem,18.0,,Parda,Inglês,Não,Não
1076451,Adulto,20.0,2117.9,Parda,Espanhol,Não,Não
95574,Jovem,17.0,,Parda,Inglês,Não,Sim
855529,Adulto,20.0,2288.1,Parda,Espanhol,Não,Sim
989679,Jovem,18.0,2518.2,Parda,Inglês,"Sim, dois",Sim
935262,Jovem,18.0,2333.8,Parda,Espanhol,"Sim, um",Sim
1207846,Jovem,17.0,2485.1,Parda,Espanhol,"Sim, um",Sim
413282,Jovem,17.0,2525.2000000000003,Branca,Inglês,"Sim, um",Sim
672286,Jovem,18.0,,Parda,Espanhol,Não,Não
904681,Adulto,21.0,,Parda,Espanhol,Não,Não
755687,Jovem,17.0,2189.7,Branca,Espanhol,Não,Não
462277,Jovem,18.0,2967.3,Branca,Inglês,"Sim, um",Sim
51433,Jovem,17.0,2747.5,Preta,Inglês,Não,Sim
717058,Jovem,17.0,2711.1000000000004,Parda,Inglês,Não,Sim
941276,Adulto,19.0,2089.7000000000003,Parda,Espanhol,Não,Não
1138611,Adulto,20.0,2501.7,Branca,Inglês,Não,Sim
592554,Jovem,18.0,2201.8,Parda,Inglês,Não,Não
216940,Jovem,17.0,2997.5,Parda,Espanhol,"Sim, um",Sim
893340,Jovem,18.0,2729.0,Preta,Espanhol,Não,Sim
625225,Jovem,17.0,2448.8,Branca,Inglês,"Sim, um",Sim
1158480,Adulto,19.0,2711.8,Preta,Inglês,Não,Sim
533138,Jovem,17.0,,Preta,Inglês,Não,Sim
976779,Jovem,18.0,2301.1000000000004,Parda,Inglês,"Sim, um",Sim
723139,Jovem,17.0,2326.9,Branca,Espanhol,"Sim, um",Sim
622162,Jovem,18.0,,Parda,Espanhol,Não,Não
1106386,Jovem,18.0,2703.0,Parda,Inglês,"Sim, um",Sim
160749,Jovem,17.0,2844.8,Parda,Espanhol,"Sim, um",Sim
627984,Jovem,18.0,2496.1000000000004,Branca,Espanhol,"Sim, um",Sim
1018757,Jovem,18.0,2091.1000000000004,Branca,Inglês,"Sim, um",Sim
107504,Jovem,18.0,2600.6,Branca,Inglês,"Sim, um",Sim
1193905,Jovem,17.0,2514.7,Preta,Inglês,Não,Não
662396,Jovem,18.0,2418.2,Branca,Inglês,Não,Não
758192,Adulto,19.0,2803.9,Amarela,Inglês,"Sim, um",Sim
19128,Adulto,19.0,1961.5,Parda,Espanhol,Não,Sim
458632,Adulto,20.0,2826.0,Parda,Espanhol,"Sim, dois",Sim
391849,Adulto,22.0,2717.8,Branca,Inglês,Não,Sim
415870,Jovem,18.0,2098.2,Parda,Inglês,Não,Sim
267958,Jovem,18.0,2659.5,Parda,Espanhol,Não,Sim
18812,Jovem,17.0,3218.4,Parda,Espanhol,"Sim, um",Sim
841761,Adulto,19.0,,Parda,Inglês,Não,Não
501381,Jovem,17.0,2873.3,Parda,Inglês,Não,Sim
113859,Jovem,18.0,1997.8,Parda,Espanhol,Não,Sim
1121218,Adulto,19.0,2238.6,Parda,Espanhol,Não,Não
620963,Jovem,17.0,2946.2,Preta,Inglês,Não,Sim
87163,Jovem,18.0,2437.6000000000004,Branca,Inglês,Não,Não
917739,Jovem,17.0,2846.8,Branca,Inglês,"Sim, três",Sim
1119431,Jovem,17.0,2550.9,Preta,Inglês,"Sim, um",Sim
1142914,Jovem,17.0,,Parda,Espanhol,Não,Não
784004,Jovem,17.0,2730.6000000000004,Branca,Espanhol,"Sim, um",Sim
921813,Jovem,18.0,3321.6,Branca,Inglês,"Sim, um",Sim
782380,Adulto,21.0,,Parda,Espanhol,Não,Não
3519,Jovem,17.0,2375.2,Branca,Espanhol,"Sim, um",Sim
846606,Jovem,17.0,,Parda,Inglês,Não,Sim
976063,Jovem,17.0,2331.2,Branca,Inglês,"Sim, um",Não
875425,Jovem,17.0,2680.0,Parda,Espanhol,Não,Sim
165442,Jovem,17.0,2763.9,Parda,Inglês,Não,Sim
1150637,Jovem,18.0,2317.8,Amarela,Inglês,Não,Não
540222,Jovem,17.0,2458.8,Branca,Inglês,"Sim, um",Sim
343965,Jovem,18.0,2454.3,Parda,Inglês,Não,Sim
582402,Adulto,19.0,2458.3,Preta,Inglês,Não,Sim
260486,Jovem,18.0,2826.3,Parda,Inglês,Não,Sim
1064678,Jovem,18.0,2119.9,Branca,Inglês,"Sim, um",Sim
61218,Jovem,17.0,2275.9,Branca,Inglês,Não,Sim
581637,Jovem,17.0,,Parda,Espanhol,"Sim, um",Sim
121082,Jovem,17.0,2382.4,Parda,Espanhol,Não,Sim
