,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
183153,Jovem,18.0,,Parda,Espanhol,Não,Não
1234116,Adulto,19.0,2206.9,Parda,Inglês,Não,Sim
1099734,Jovem,17.0,2547.0,Branca,Inglês,"Sim, um",Sim
758457,Adulto,19.0,2111.8,Parda,Espanhol,"Sim, dois",Sim
466257,Jovem,18.0,2522.6000000000004,Preta,Inglês,Não,Sim
1133254,Jovem,16.0,2342.9,Parda,Espanhol,"Sim, um",Sim
934252,Adulto,19.0,1580.6999999999998,Parda,Inglês,Não,Não
201999,Jovem,18.0,2097.9,Parda,Espanhol,Não,Sim
724581,Jovem,18.0,2324.8,Parda,Inglês,Não,Sim
214177,Jovem,17.0,2353.2999999999997,Branca,Espanhol,"Sim, um",Sim
1196830,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
53614,Jovem,17.0,2132.2,Parda,Inglês,"Sim, dois",Sim
703005,Jovem,17.0,2753.6,Parda,Inglês,Não,Sim
910218,Adulto,19.0,,Não declarado,Inglês,"Sim, dois",Sim
705691,Jovem,18.0,,Parda,Inglês,Não,Não
1077703,Jovem,17.0,3185.2,Branca,Espanhol,"Sim, um",Sim
925230,Adulto,20.0,1892.7,Branca,Espanhol,Não,Sim
77001,Jovem,17.0,2604.8999999999996,Parda,Inglês,Não,Não
1118318,Jovem,17.0,2396.6000000000004,Branca,Espanhol,"Sim, um",Sim
505360,Jovem,17.0,2398.8999999999996,Parda,Inglês,Não,Não
576522,Jovem,18.0,,Parda,Espanhol,Não,Sim
320961,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
198537,Jovem,18.0,2252.0,Parda,Inglês,Não,Sim
488737,Jovem,17.0,2491.5,Parda,Espanhol,"Sim, um",Sim
1190527,Jovem,17.0,2051.3,Branca,Espanhol,"Sim, um",Não
177925,Jovem,17.0,3115.8999999999996,Parda,Espanhol,Não,Sim
389458,Jovem,17.0,3174.2,Parda,Espanhol,Não,Sim
1185787,Adulto,19.0,1867.7,Parda,Espanhol,Não,Não
373417,Jovem,18.0,2956.2999999999997,Parda,Inglês,"Sim, um",Sim
820033,Jovem,18.0,3013.1,Parda,Espanhol,Não,Sim
1204007,Jovem,17.0,2147.7,Parda,Inglês,"Sim, um",Sim
396898,Jovem,17.0,2614.6,Branca,Inglês,Não,Sim
528437,Adulto,21.0,,Branca,Inglês,Não,Não
569567,Jovem,18.0,2968.1000000000004,Preta,Espanhol,"Sim, um",Sim
679204,Jovem,18.0,,Parda,Inglês,Não,Sim
52639,Adulto,19.0,2621.3,Parda,Inglês,Não,Sim
796367,Adulto,19.0,2149.1,Parda,Espanhol,Não,Não
637990,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
243947,Adulto,19.0,2721.6000000000004,Branca,Espanhol,"Sim, um",Sim
525659,Jovem,18.0,2849.7999999999997,Parda,Inglês,"Sim, um",Sim
444885,Jovem,18.0,,Parda,Espanhol,Não,Não
1124785,Adulto,23.0,,Branca,Espanhol,Não,Não
659557,Adulto,19.0,2334.5,Preta,Espanhol,Não,Sim
429845,Jovem,17.0,2497.2,Parda,Espanhol,Não,Não
68513,Jovem,17.0,2464.6,Preta,Espanhol,"Sim, um",Sim
1186964,Jovem,18.0,,Preta,Inglês,Não,Sim
30696,Jovem,17.0,2734.6000000000004,Parda,Espanhol,Não,Sim
599111,Jovem,18.0,2659.3,Amarela,Espanhol,Não,Sim
485790,Jovem,18.0,2374.5,Parda,Espanhol,Não,Sim
1188593,Jovem,17.0,2496.4,Branca,Espanhol,"Sim, um",Sim
1033421,Adulto,19.0,2394.4,Preta,Inglês,Não,Sim
890338,Adulto,20.0,2850.7999999999997,Branca,Inglês,"Sim, um",Sim
1095272,Jovem,17.0,2756.9,Branca,Inglês,"Sim, dois",Sim
1137444,Jovem,17.0,2448.1000000000004,Parda,Espanhol,"Sim, um",Sim
305897,Jovem,18.0,3257.2,Preta,Espanhol,"Sim, um",Sim
111830,Jovem,17.0,2866.4,Parda,Espanhol,Não,Sim
689322,Adulto,21.0,2250.3,Parda,Inglês,Não,Sim
414145,Jovem,18.0,2233.8,Branca,Espanhol,"Sim, um",Sim
868434,Adulto,21.0,,Branca,Espanhol,Não,Sim
801397,Jovem,17.0,2637.7,Parda,Espanhol,"Sim, um",Sim
730265,Jovem,17.0,2442.4,Parda,Espanhol,Não,Sim
403900,Adulto,19.0,3526.7000000000003,Branca,Inglês,"Sim, um",Sim
863648,Jovem,18.0,2708.6,Branca,Inglês,"Sim, um",Sim
356767,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
685883,Jovem,18.0,2915.7,Branca,Espanhol,Não,Sim
520007,Adulto,22.0,,Branca,Inglês,Não,Sim
725445,Jovem,17.0,2829.0,Branca,Inglês,"Sim, um",Sim
1066282,Jovem,18.0,3177.5,Parda,Inglês,Não,Não
1221464,Adulto,20.0,2124.4,Não declarado,Inglês,Não,Sim
336832,Jovem,18.0,2402.0,Parda,Espanhol,Não,Sim
278554,Jovem,18.0,2010.6,Parda,Inglês,"Sim, um",Sim
933106,Jovem,18.0,3005.6000000000004,Branca,Inglês,"Sim, um",Sim
147986,Jovem,18.0,2821.8999999999996,Branca,Inglês,Não,Não
77023,Jovem,18.0,2399.7,Parda,Espanhol,"Sim, um",Sim
1027334,Adulto,19.0,,Parda,Espanhol,Não,Sim
511239,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1233190,Jovem,18.0,2365.8,Amarela,Espanhol,"Sim, um",Sim
1006120,Adulto,19.0,,Branca,Inglês,"Sim, dois",Sim
378669,Jovem,18.0,2029.0,Indígena,Espanhol,Não,Sim
1146618,Jovem,17.0,2326.0,Parda,Inglês,Não,Sim
154997,Jovem,18.0,3177.8,Preta,Inglês,"Sim, um",Sim
698378,Jovem,18.0,,Preta,Espanhol,Não,Não
319823,Jovem,18.0,2573.3999999999996,Branca,Inglês,"Sim, um",Sim
1113742,Jovem,17.0,,Parda,Inglês,Não,Não
386429,Jovem,18.0,2355.3,Parda,Espanhol,Não,Não
715021,Adulto,19.0,1936.7999999999997,Parda,Espanhol,Não,Não
1217760,Adulto,21.0,,Parda,Espanhol,Não,Sim
547401,Jovem,17.0,2077.4,Não declarado,Inglês,"Sim, um",Sim
710433,Jovem,18.0,2367.8,Parda,Inglês,"Sim, um",Sim
30790,Jovem,18.0,2429.2,Parda,Inglês,Não,Sim
684119,Jovem,16.0,2833.5,Parda,Inglês,Não,Não
131474,Jovem,18.0,2313.6,Parda,Inglês,"Sim, um",Sim
300578,Jovem,17.0,2709.1,Branca,Inglês,"Sim, um",Sim
549806,Adulto,19.0,2641.3,Branca,Espanhol,Não,Sim
196811,Jovem,17.0,,Amarela,Inglês,Não,Sim
1163785,Jovem,17.0,,Parda,Espanhol,Não,Sim
31875,Jovem,17.0,2223.3999999999996,Branca,Espanhol,"Sim, um",Sim
825392,Jovem,17.0,2263.1,Preta,Inglês,"Sim, um",Sim
77161,Jovem,17.0,3106.1,Branca,Inglês,"Sim, dois",Sim
876139,Adulto,42.0,2210.1,Parda,Espanhol,Não,Não
203437,Adulto,19.0,,Parda,Inglês,"Sim, um",Sim
1016870,Adulto,20.0,,Parda,Espanhol,Não,Sim
297408,Adulto,19.0,2209.6000000000004,Parda,Espanhol,Não,Não
410710,Jovem,18.0,3483.3,Parda,Inglês,Não,Não
376260,Adulto,21.0,3131.0,Branca,Inglês,Não,Não
793353,Adulto,32.0,,Parda,Espanhol,Não,Não
990504,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
556795,Jovem,18.0,2381.7,Não declarado,Inglês,"Sim, um",Sim
882999,Jovem,18.0,2443.3,Branca,Inglês,Não,Sim
602543,Jovem,17.0,2564.5,Parda,Inglês,"Sim, um",Sim
1163467,Jovem,18.0,2170.7,Preta,Inglês,Não,Não
434911,Jovem,17.0,2561.1,Parda,Espanhol,"Sim, um",Sim
22198,Jovem,18.0,,Não declarado,Espanhol,"Sim, um",Sim
224179,Jovem,17.0,2657.4,Parda,Espanhol,"Sim, um",Não
393161,Jovem,18.0,2067.6,Parda,Espanhol,Não,Sim
1129865,Jovem,17.0,1787.4,Parda,Inglês,"Sim, um",Sim
948815,Jovem,18.0,,Branca,Inglês,Não,Sim
1162737,Jovem,18.0,2006.0,Preta,Espanhol,Não,Não
178217,Jovem,18.0,2553.6,Preta,Espanhol,"Sim, um",Sim
899622,Jovem,17.0,2707.9,Parda,Inglês,"Sim, um",Sim
317109,Jovem,17.0,2449.7,Parda,Inglês,Não,Não
251425,Jovem,18.0,3023.7000000000003,Não declarado,Espanhol,Não,Sim
533652,Jovem,17.0,2901.2,Preta,Inglês,Não,Não
71761,Jovem,17.0,2338.6,Branca,Inglês,Não,Não
448574,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
76051,Jovem,17.0,2360.7,Branca,Espanhol,"Sim, um",Sim
37793,Jovem,18.0,,Preta,Espanhol,Não,Sim
659742,Jovem,17.0,2402.0,Parda,Inglês,"Sim, dois",Sim
164145,Jovem,18.0,2384.6,Preta,Espanhol,Não,Sim
17728,Adulto,53.0,1997.1,Parda,Espanhol,Não,Sim
753948,Adulto,19.0,,Parda,Espanhol,Não,Sim
425615,Jovem,18.0,2794.6,Branca,Inglês,Não,Sim
1001009,Jovem,18.0,2763.4,Parda,Espanhol,"Sim, um",Não
908748,Adulto,20.0,2568.5,Parda,Inglês,"Sim, um",Não
1138340,Adulto,19.0,2636.3,Preta,Inglês,Não,Não
95462,Jovem,18.0,2795.0,Branca,Espanhol,"Sim, um",Sim
972862,Jovem,18.0,2639.1,Preta,Espanhol,"Sim, um",Não
509023,Jovem,17.0,,Branca,Inglês,"Sim, um",Não
198686,Jovem,18.0,3285.1000000000004,Branca,Inglês,"Sim, dois",Sim
896021,Adulto,19.0,,Parda,Inglês,"Sim, dois",Sim
773911,Adulto,19.0,2296.6000000000004,Parda,Espanhol,Não,Não
441172,Jovem,18.0,2852.0,Parda,Inglês,"Sim, um",Não
538805,Jovem,17.0,3325.9,Branca,Inglês,"Sim, um",Sim
537473,Jovem,17.0,3111.6,Parda,Inglês,"Sim, um",Sim
153630,Jovem,17.0,2470.3,Parda,Espanhol,Não,Sim
539474,Jovem,18.0,3113.3,Branca,Inglês,"Sim, um",Sim
122277,Jovem,17.0,2027.8000000000002,Parda,Inglês,Não,Sim
637621,Jovem,17.0,2709.8,Parda,Inglês,"Sim, um",Sim
887756,Jovem,18.0,2279.7000000000003,Branca,Inglês,"Sim, um",Sim
24117,Adulto,19.0,2020.8999999999999,Branca,Espanhol,"Sim, um",Sim
375772,Jovem,18.0,2599.8,Parda,Espanhol,Não,Não
56355,Jovem,18.0,2319.8,Não declarado,Espanhol,Não,Sim
1103777,Jovem,18.0,2290.8,Branca,Inglês,"Sim, um",Sim
322122,Jovem,17.0,,Não declarado,Espanhol,Não,Não
988822,Jovem,17.0,2301.8,Parda,Espanhol,Não,Não
496693,Jovem,17.0,2742.5,Parda,Espanhol,Não,Sim
1202487,Adulto,45.0,,Amarela,Inglês,"Sim, um",Sim
666163,Jovem,18.0,2976.1,Parda,Espanhol,Não,Sim
758481,Jovem,17.0,3010.5,Branca,Inglês,Não,Sim
227010,Jovem,17.0,2476.5,Parda,Espanhol,Não,Sim
284653,Jovem,17.0,2290.3999999999996,Branca,Espanhol,Não,Sim
611981,Jovem,18.0,2095.8,Não declarado,Inglês,Não,Não
75187,Jovem,18.0,3013.8,Parda,Inglês,Não,Sim
417435,Jovem,18.0,2731.5,Preta,Espanhol,"Sim, dois",Sim
171935,Jovem,17.0,2236.8,Parda,Espanhol,"Sim, um",Sim
929779,Adulto,20.0,2487.7,Branca,Espanhol,Não,Não
448004,Jovem,17.0,2464.5,Branca,Espanhol,"Sim, um",Sim
912620,Adulto,19.0,2706.6,Branca,Inglês,"Sim, dois",Sim
443587,Adulto,20.0,2252.3,Preta,Espanhol,Não,Sim
1141696,Jovem,17.0,2922.1,Branca,Espanhol,"Sim, um",Sim
1186752,Jovem,17.0,,Parda,Inglês,Não,Sim
1108671,Jovem,18.0,2376.3,Preta,Espanhol,Não,Não
723238,Jovem,17.0,2670.3,Parda,Inglês,"Sim, um",Sim
264013,Adulto,19.0,2263.0,Preta,Espanhol,Não,Sim
1223607,Jovem,18.0,1806.2,Parda,Espanhol,Não,Sim
5798,Jovem,17.0,3603.6000000000004,Branca,Inglês,"Sim, um",Sim
10384,Jovem,17.0,2247.4,Branca,Inglês,Não,Não
305308,Jovem,18.0,,Parda,Espanhol,Não,Não
516037,Adulto,32.0,,Parda,Espanhol,Não,Sim
236456,Jovem,17.0,2567.5,Branca,Inglês,Não,Sim
1225026,Jovem,17.0,,Parda,Espanhol,Não,Não
1230807,Adulto,19.0,2088.6000000000004,Parda,Espanhol,Não,Não
505530,Jovem,17.0,,Parda,Inglês,Não,Sim
985774,Jovem,17.0,2637.0,Parda,Inglês,"Sim, um",Sim
237906,Jovem,17.0,2393.8,Branca,Espanhol,Não,Não
72519,Jovem,18.0,2412.2,Preta,Espanhol,"Sim, um",Sim
193958,Adulto,19.0,1569.7,Preta,Espanhol,"Sim, um",Sim
822719,Jovem,17.0,3086.8,Parda,Inglês,"Sim, um",Sim
442508,Adulto,23.0,,Amarela,Espanhol,Não,Não
512685,Jovem,17.0,3005.1,Parda,Espanhol,Não,Sim
954580,Jovem,17.0,2893.7,Parda,Espanhol,"Sim, um",Sim
419834,Adulto,19.0,,Branca,Inglês,Não,Sim
747810,Jovem,17.0,2588.2,Parda,Inglês,"Sim, um",Sim
1060203,Adulto,20.0,,Preta,Inglês,Não,Não
317452,Jovem,17.0,2808.6,Parda,Espanhol,Não,Não
200051,Jovem,18.0,2291.0,Preta,Espanhol,"Sim, um",Não
968440,Jovem,18.0,2530.5,Parda,Inglês,Não,Não
903921,Adulto,20.0,,Não declarado,Espanhol,Não,Não
424131,Adulto,19.0,2419.8,Parda,Inglês,Não,Não
930885,Adulto,20.0,2298.0,Branca,Inglês,Não,Não
379251,Jovem,17.0,2380.2,Branca,Espanhol,"Sim, um",Sim
1043884,Jovem,18.0,2478.0,Parda,Espanhol,Não,Sim
1060871,Jovem,16.0,2420.2999999999997,Parda,Espanhol,Não,Sim
417563,Jovem,17.0,2379.1,Amarela,Inglês,"Sim, um",Sim
233558,Jovem,17.0,2884.9,Preta,Inglês,Não,Sim
552950,Jovem,18.0,2212.7,Preta,Inglês,Não,Não
608476,Jovem,17.0,1704.8,Parda,Espanhol,Não,Não
1220145,Jovem,17.0,2758.8,Branca,Inglês,Não,Sim
1035696,Adulto,20.0,,Parda,Inglês,Não,Sim
863798,Jovem,16.0,2229.8,Preta,Espanhol,Não,Sim
1178186,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
147537,Jovem,18.0,2024.3000000000002,Parda,Espanhol,Não,Não
941590,Jovem,18.0,2456.5,Parda,Espanhol,Não,Não
836934,Jovem,17.0,2478.8,Parda,Espanhol,Não,Não
1198018,Jovem,18.0,,Branca,Inglês,Não,Sim
852040,Adulto,19.0,2415.1,Parda,Espanhol,Não,Sim
101654,Jovem,17.0,2147.4,Branca,Espanhol,Não,Não
270578,Jovem,17.0,2419.5,Branca,Espanhol,"Sim, um",Sim
1118419,Jovem,18.0,2793.5,Branca,Inglês,"Sim, um",Sim
738517,Jovem,17.0,2448.6,Branca,Inglês,"Sim, um",Sim
448737,Jovem,17.0,2988.5,Parda,Espanhol,Não,Sim
273772,Jovem,18.0,2095.6,Parda,Inglês,Não,Não
735716,Jovem,17.0,2284.3,Não declarado,Espanhol,Não,Sim
67993,Adulto,20.0,,Parda,Inglês,Não,Não
921969,Jovem,17.0,2078.7,Preta,Inglês,"Sim, um",Sim
395865,Jovem,17.0,2211.7,Parda,Espanhol,Não,Sim
815918,Adulto,29.0,,Preta,Espanhol,Não,Sim
77717,Adulto,19.0,2472.1,Branca,Espanhol,"Sim, um",Sim
865431,Adulto,19.0,,Branca,Espanhol,Não,Sim
206312,Adulto,19.0,2948.7,Branca,Inglês,"Sim, um",Sim
1072781,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
740089,Jovem,17.0,3005.7,Preta,Inglês,"Sim, dois",Sim
909719,Jovem,17.0,2829.1,Parda,Inglês,Não,Sim
803980,Jovem,18.0,2064.1000000000004,Amarela,Espanhol,Não,Não
1192212,Jovem,18.0,1822.9999999999998,Branca,Inglês,Não,Não
755393,Adulto,20.0,2847.6,Preta,Inglês,Não,Sim
931991,Jovem,17.0,2862.8999999999996,Não declarado,Espanhol,"Sim, um",Sim
598194,Jovem,18.0,2484.7,Branca,Inglês,"Sim, um",Sim
822410,Jovem,17.0,2544.9,Branca,Inglês,Não,Não
515509,Jovem,17.0,,Branca,Espanhol,Não,Sim
1102520,Jovem,17.0,2964.3,Branca,Inglês,"Sim, um",Sim
553998,Jovem,17.0,3063.6000000000004,Parda,Inglês,"Sim, um",Sim
158894,Jovem,17.0,3313.9,Parda,Espanhol,"Sim, um",Sim
1128630,Jovem,18.0,2993.7999999999997,Preta,Espanhol,"Sim, um",Sim
883890,Jovem,17.0,2177.8,Indígena,Inglês,Não,Sim
219586,Jovem,17.0,,Parda,Inglês,Não,Sim
805452,Jovem,18.0,2638.8,Branca,Espanhol,"Sim, um",Sim
887183,Jovem,18.0,2190.2,Parda,Espanhol,Não,Sim
788976,Jovem,17.0,3090.6,Parda,Espanhol,"Sim, um",Sim
77841,Adulto,20.0,,Parda,Espanhol,Não,Não
911552,Adulto,26.0,2377.5,Preta,Espanhol,Não,Não
430492,Jovem,17.0,2144.1,Parda,Espanhol,Não,Não
66642,Jovem,17.0,,Não declarado,Inglês,"Sim, um",Sim
305370,Jovem,17.0,3007.4,Parda,Inglês,"Sim, dois",Sim
557530,Jovem,18.0,,Parda,Espanhol,Não,Sim
333797,Jovem,18.0,2401.7,Parda,Inglês,Não,Não
1063710,Jovem,17.0,2687.1,Não declarado,Inglês,"Sim, um",Sim
784057,Jovem,18.0,2233.7,Parda,Inglês,Não,Sim
701271,Jovem,18.0,2656.0,Branca,Espanhol,"Sim, um",Sim
822468,Jovem,18.0,2388.3,Parda,Espanhol,Não,Sim
1111795,Jovem,18.0,2466.1,Parda,Inglês,Não,Não
158634,Jovem,17.0,2691.2,Branca,Espanhol,"Sim, um",Sim
758572,Jovem,18.0,3160.8,Branca,Inglês,"Sim, dois",Sim
488086,Jovem,18.0,2282.2,Parda,Espanhol,Não,Sim
729731,Jovem,18.0,2491.7,Parda,Espanhol,Não,Sim
894766,Jovem,17.0,2604.8,Parda,Inglês,Não,Sim
568246,Jovem,17.0,2442.2,Amarela,Espanhol,Não,Não
258872,Jovem,17.0,3003.0,Parda,Espanhol,"Sim, um",Sim
938444,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
136323,Jovem,18.0,3176.5,Parda,Espanhol,"Sim, um",Sim
177728,Adulto,19.0,2240.3,Branca,Inglês,"Sim, um",Sim
750774,Jovem,18.0,2483.0,Parda,Inglês,Não,Sim
605308,Jovem,18.0,,Parda,Inglês,Não,Não
346885,Jovem,18.0,2144.6,Branca,Inglês,Não,Sim
1017788,Adulto,35.0,,Branca,Espanhol,Não,Não
363031,Jovem,17.0,1882.8000000000002,Parda,Espanhol,Não,Não
478440,Jovem,17.0,3141.3,Parda,Espanhol,Não,Sim
689250,Jovem,17.0,,Parda,Espanhol,Não,Sim
536811,Jovem,17.0,2814.7,Branca,Inglês,Não,Sim
851514,Jovem,18.0,2349.5,Parda,Inglês,Não,Sim
668394,Adulto,20.0,2318.6000000000004,Parda,Inglês,"Sim, um",Sim
139163,Jovem,18.0,2201.6000000000004,Branca,Inglês,"Sim, dois",Sim
213653,Jovem,18.0,2446.9,Não declarado,Inglês,"Sim, um",Sim
826127,Jovem,18.0,2548.8,Branca,Espanhol,Não,Sim
652604,Jovem,18.0,2634.2,Branca,Espanhol,Não,Sim
1058808,Adulto,32.0,,Branca,Espanhol,Não,Sim
1245950,Jovem,17.0,2064.0,Branca,Inglês,"Sim, um",Sim
860717,Jovem,17.0,3713.8999999999996,Branca,Espanhol,"Sim, um",Sim
730371,Adulto,19.0,2980.6,Parda,Espanhol,Não,Sim
1001388,Jovem,18.0,2442.7,Parda,Espanhol,Não,Sim
592278,Jovem,17.0,2987.0,Branca,Inglês,"Sim, um",Sim
887572,Jovem,17.0,2944.1,Branca,Espanhol,"Sim, um",Sim
119113,Adulto,45.0,2271.7,Branca,Espanhol,Não,Não
525229,Jovem,18.0,2739.0,Parda,Inglês,"Sim, dois",Sim
618498,Jovem,18.0,,Parda,Espanhol,Não,Não
261181,Jovem,17.0,2591.7,Parda,Inglês,Não,Não
429176,Jovem,17.0,2715.8,Parda,Inglês,Não,Sim
73099,Jovem,17.0,2674.0,Parda,Inglês,Não,Sim
339709,Jovem,17.0,2145.5,Parda,Inglês,"Sim, um",Sim
117099,Jovem,17.0,2635.1,Parda,Espanhol,"Sim, um",Sim
543037,Jovem,18.0,2635.7999999999997,Parda,Inglês,Não,Sim
8489,Adulto,28.0,,Parda,Espanhol,Não,Sim
634932,Jovem,17.0,2101.9,Preta,Espanhol,Não,Sim
705648,Jovem,18.0,2438.2,Preta,Inglês,"Sim, um",Sim
1069508,Adulto,19.0,2850.8,Parda,Espanhol,Não,Não
496750,Adulto,19.0,2441.3,Parda,Espanhol,Não,Não
609088,Jovem,17.0,2116.9,Branca,Inglês,"Sim, dois",Não
567759,Jovem,18.0,2612.8999999999996,Parda,Espanhol,"Sim, um",Sim
900959,Jovem,17.0,3075.9,Parda,Espanhol,Não,Não
76024,Jovem,17.0,3212.5,Parda,Espanhol,"Sim, um",Sim
438515,Jovem,18.0,2263.2,Branca,Espanhol,"Sim, um",Sim
940937,Adulto,32.0,2531.5,Parda,Inglês,"Sim, um",Sim
38860,Jovem,18.0,3001.2,Parda,Inglês,"Sim, um",Sim
1138553,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
640176,Jovem,17.0,2859.7,Parda,Inglês,"Sim, um",Sim
720340,Jovem,18.0,2702.4,Branca,Inglês,Não,Sim
702552,Jovem,16.0,2457.7,Preta,Espanhol,Não,Sim
746614,Jovem,17.0,2459.5,Parda,Espanhol,Não,Sim
401459,Jovem,17.0,3589.4,Preta,Inglês,Não,Sim
1068334,Jovem,18.0,2160.4,Parda,Espanhol,"Sim, um",Sim
23918,Adulto,19.0,2517.7,Parda,Inglês,Não,Sim
103676,Jovem,17.0,2598.7,Branca,Espanhol,"Sim, um",Sim
323374,Jovem,17.0,2257.8,Branca,Espanhol,Não,Sim
137691,Jovem,17.0,2298.4,Parda,Inglês,Não,Não
930685,Jovem,18.0,3196.8999999999996,Parda,Espanhol,Não,Não
263605,Adulto,24.0,2020.8000000000002,Parda,Espanhol,Não,Sim
971816,Adulto,19.0,,Parda,Espanhol,Não,Sim
53160,Jovem,17.0,2591.3,Branca,Inglês,"Sim, um",Sim
492389,Jovem,17.0,2941.7999999999997,Branca,Espanhol,"Sim, um",Sim
490315,Jovem,18.0,2430.1,Parda,Espanhol,Não,Sim
1213893,Adulto,21.0,,Preta,Espanhol,Não,Não
672085,Jovem,16.0,2506.6,Branca,Espanhol,"Sim, dois",Sim
769864,Adulto,20.0,2506.6,Branca,Inglês,Não,Sim
590871,Jovem,17.0,2762.2,Branca,Inglês,"Sim, um",Sim
18244,Jovem,17.0,2557.8,Branca,Espanhol,"Sim, um",Sim
843590,Jovem,17.0,1988.8,Branca,Espanhol,Não,Sim
696566,Adulto,22.0,,Parda,Espanhol,Não,Não
244912,Jovem,17.0,2770.9,Branca,Inglês,Não,Sim
477709,Jovem,18.0,2606.7,Parda,Inglês,"Sim, um",Sim
1203836,Adulto,20.0,2168.6000000000004,Parda,Inglês,"Sim, um",Sim
187488,Jovem,17.0,2574.2000000000003,Parda,Espanhol,"Sim, um",Sim
549973,Jovem,18.0,2635.2,Amarela,Espanhol,Não,Sim
67177,Jovem,17.0,3077.2,Branca,Inglês,"Sim, um",Sim
673506,Jovem,17.0,2285.3,Preta,Espanhol,Não,Sim
666988,Jovem,17.0,2536.5,Parda,Inglês,Não,Sim
543993,Jovem,17.0,2699.6,Parda,Espanhol,Não,Sim
1184263,Adulto,21.0,2314.8,Parda,Inglês,"Sim, um",Sim
678500,Adulto,59.0,,Parda,Espanhol,"Sim, um",Sim
881834,Jovem,18.0,2751.0,Branca,Inglês,"Sim, um",Sim
618501,Adulto,24.0,2703.6000000000004,Parda,Inglês,"Sim, um",Sim
438893,Jovem,17.0,2448.5,Branca,Inglês,"Sim, um",Não
499825,Jovem,17.0,2570.2,Parda,Inglês,"Sim, um",Sim
1078095,Jovem,18.0,,Parda,Espanhol,Não,Sim
1065885,Jovem,18.0,,Parda,Espanhol,Não,Não
580876,Adulto,19.0,1889.7,Branca,Inglês,"Sim, um",Sim
40439,Jovem,18.0,2467.6,Branca,Inglês,"Sim, um",Sim
228010,Adulto,20.0,2026.4,Amarela,Espanhol,"Sim, um",Sim
1091699,Jovem,18.0,2179.6,Parda,Inglês,Não,Sim
643619,Adulto,20.0,2756.7,Branca,Inglês,"Sim, um",Sim
228885,Jovem,17.0,2789.1000000000004,Parda,Espanhol,Não,Sim
449824,Adulto,43.0,,Parda,Espanhol,Não,Não
540742,Jovem,17.0,2880.9,Branca,Inglês,"Sim, um",Sim
930552,Jovem,18.0,,Parda,Inglês,Não,Sim
867131,Jovem,18.0,2965.3,Preta,Inglês,"Sim, um",Sim
637866,Jovem,17.0,,Parda,Espanhol,"Sim, um",Sim
1170428,Jovem,18.0,2446.3,Parda,Espanhol,"Sim, um",Sim
147525,Jovem,18.0,2908.6000000000004,Branca,Inglês,"Sim, um",Sim
96025,Jovem,18.0,2712.2,Preta,Espanhol,Não,Sim
330799,Jovem,17.0,3370.9,Parda,Espanhol,"Sim, dois",Sim
755279,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1038927,Jovem,18.0,3164.9,Branca,Espanhol,"Sim, um",Sim
729586,Jovem,18.0,2681.3,Parda,Espanhol,Não,Não
325718,Jovem,18.0,,Amarela,Inglês,"Sim, um",Sim
466232,Jovem,18.0,,Branca,Inglês,"Sim, um",Sim
311973,Jovem,17.0,,Branca,Espanhol,"Sim, dois",Sim
520842,Adulto,19.0,2159.5,Branca,Inglês,Não,Sim
347504,Jovem,17.0,,Preta,Espanhol,Não,Sim
901466,Jovem,18.0,,Preta,Inglês,Não,Sim
994267,Jovem,18.0,1609.3,Preta,Inglês,"Sim, um",Não
644298,Jovem,17.0,2678.2,Amarela,Inglês,"Sim, dois",Sim
808119,Jovem,17.0,2282.1,Parda,Espanhol,Não,Não
640064,Jovem,17.0,2591.9,Parda,Espanhol,Não,Não
785899,Jovem,18.0,2643.3,Parda,Espanhol,"Sim, um",Sim
509394,Jovem,17.0,2701.1,Preta,Inglês,"Sim, um",Sim
1186335,Jovem,18.0,2430.6000000000004,Branca,Inglês,Não,Sim
780033,Adulto,32.0,2113.6000000000004,Parda,Espanhol,Não,Não
316645,Jovem,17.0,2642.3999999999996,Branca,Inglês,Não,Sim
927899,Jovem,18.0,,Preta,Espanhol,Não,Não
241780,Jovem,18.0,2446.0,Branca,Espanhol,"Sim, dois",Sim
705530,Adulto,19.0,,Parda,Inglês,Não,Sim
939243,Jovem,18.0,2269.3,Parda,Inglês,"Sim, um",Sim
638029,Jovem,18.0,3013.8999999999996,Parda,Inglês,"Sim, um",Sim
411917,Jovem,18.0,1707.0,Preta,Inglês,Não,Sim
1089594,Adulto,22.0,,Parda,Espanhol,"Sim, quatro ou mais",Sim
910093,Adulto,19.0,2537.4,Parda,Espanhol,Não,Sim
1087483,Jovem,17.0,2631.1,Branca,Inglês,"Sim, um",Sim
